0.61867,0.63332,0.74280
0.44670,0.64329,0.72960
0.34297,0.56416,0.76480
0.27905,0.24415,0.91280
0.23932,0.63808,0.76000
0.18734,0.16746,0.93880
0.16587,0.16583,0.93480
0.13387,0.95258,0.75240
0.11110,0.19738,0.93480
0.10273,0.81351,0.75680
0.05156,0.04527,0.98480
0.04345,0.03762,0.98680
0.03723,0.04570,0.98200
0.03357,0.02658,0.99080
0.03262,0.04641,0.98400
0.03073,0.03093,0.98720
0.02607,0.02660,0.98880
0.02578,0.03469,0.98800
0.02239,0.02264,0.99160
0.02582,0.03171,0.98960
0.01458,0.02466,0.99080
0.01458,0.01881,0.99280
0.01270,0.02226,0.99200
0.01128,0.02146,0.99320
0.01103,0.01889,0.99360
0.01098,0.01730,0.99280
0.01039,0.02081,0.99280
0.01035,0.01734,0.99240
0.00841,0.01896,0.99280
0.01020,0.01931,0.99200
