0.59818,0.53730,0.77240
0.40609,0.43370,0.82440
0.35237,0.77091,0.72360
0.28015,0.43613,0.83720
0.21917,0.41741,0.85240
0.17449,0.47748,0.82560
0.14967,0.17522,0.93920
0.15644,0.86567,0.80000
0.11569,0.17539,0.92640
0.10019,0.17228,0.97200
0.04860,0.05644,0.98280
0.03669,0.07696,0.98480
0.03792,0.07010,0.98600
0.03278,0.03313,0.98800
0.02871,0.03843,0.98840
0.02729,0.03418,0.98840
0.02439,0.03656,0.99000
0.02386,0.05466,0.97920
0.01968,0.05333,0.98320
0.01858,0.03512,0.98800
0.01207,0.01998,0.99320
0.00836,0.01992,0.99360
0.00916,0.02255,0.99280
0.00862,0.02545,0.99200
0.00989,0.02288,0.99280
0.00809,0.02346,0.99200
0.00885,0.02210,0.99240
0.00816,0.02333,0.99320
0.00649,0.02097,0.99280
0.00569,0.02322,0.99280
